id,name,email,phone,address,city,state,zip,country,created_at
979,Customer 979,customer979@example.com,555-0979,979 Main St,New York,NY,10979,USA,2024-01-01
980,Customer 980,,555-0980,980 Main St,,NY,10980,USA,2024-01-01
981,Customer 981,customer981@example.com,,981 Main St,New York,NY,10981,USA,2024-01-01
982,Customer 982,customer982@example.com,555-0982,982 Main St,New York,NY,10982,USA,2024-01-01
983,Customer 983,customer983@example.com,555-0983,983 Main St,New York,NY,10983,USA,2024-01-01
984,Customer 984,customer984@example.com,,984 Main St,,NY,10984,USA,2024-01-01
985,Customer 985,,555-0985,985 Main St,New York,NY,10985,USA,2024-01-01
986,Customer 986,customer986@example.com,555-0986,986 Main St,New York,NY,10986,USA,2024-01-01
987,Customer 987,customer987@example.com,,987 Main St,New York,NY,10987,USA,2024-01-01
988,Customer 988,customer988@example.com,555-0988,988 Main St,,NY,10988,USA,2024-01-01
989,Customer 989,customer989@example.com,555-0989,989 Main St,New York,NY,10989,USA,2024-01-01
990,Customer 990,,,990 Main St,New York,NY,10990,USA,2024-01-01
991,Customer 991,customer991@example.com,555-0991,991 Main St,New York,NY,10991,USA,2024-01-01
992,Customer 992,customer992@example.com,555-0992,992 Main St,,NY,10992,USA,2024-01-01
993,Customer 993,customer993@example.com,,993 Main St,New York,NY,10993,USA,2024-01-01
994,Customer 994,customer994@example.com,555-0994,994 Main St,New York,NY,10994,USA,2024-01-01
995,Customer 995,,555-0995,995 Main St,New York,NY,10995,USA,2024-01-01
996,Customer 996,customer996@example.com,,996 Main St,,NY,10996,USA,2024-01-01
997,Customer 997,customer997@example.com,555-0997,997 Main St,New York,NY,10997,USA,2024-01-01
998,Customer 998,customer998@example.com,555-0998,998 Main St,New York,NY,10998,USA,2024-01-01
999,Customer 999,customer999@example.com,,999 Main St,New York,NY,10999,USA,2024-01-01
1000,Customer 1000,,555-1000,1000 Main St,,NY,11000,USA,2024-01-01
